"Step","TARRv2-shift_s123 - agent_reward","TARRv2-shift_s123 - agent_reward__MIN","TARRv2-shift_s123 - agent_reward__MAX","TARRv2-isotanh_s123 - agent_reward","TARRv2-isotanh_s123 - agent_reward__MIN","TARRv2-isotanh_s123 - agent_reward__MAX","TARRv2-none_s123 - agent_reward","TARRv2-none_s123 - agent_reward__MIN","TARRv2-none_s123 - agent_reward__MAX","TARRv2-softmax_s123 - agent_reward","TARRv2-softmax_s123 - agent_reward__MIN","TARRv2-softmax_s123 - agent_reward__MAX","TAR2-softmax_s123 - agent_reward","TAR2-softmax_s123 - agent_reward__MIN","TAR2-softmax_s123 - agent_reward__MAX","spring-music-9 - agent_reward","spring-music-9 - agent_reward__MIN","spring-music-9 - agent_reward__MAX"
"94464","-633.2023433010439","-633.2023433010439","-633.2023433010439","-289.9984829414081","-289.9984829414081","-289.9984829414081","-281.9160951037999","-281.9160951037999","-281.9160951037999","","","","","","","-303.71101115013613","-303.71101115013613","-303.71101115013613"
"94546","-659.9567939614245","-659.9567939614245","-659.9567939614245","-324.50222449612215","-324.50222449612215","-324.50222449612215","-316.44770230765744","-316.44770230765744","-316.44770230765744","","","","","","","-325.3214339563459","-325.3214339563459","-325.3214339563459"
"94628","-644.0778371714674","-644.0778371714674","-644.0778371714674","-284.8091983130196","-284.8091983130196","-284.8091983130196","-276.59296398854593","-276.59296398854593","-276.59296398854593","","","","","","","-355.45317203386384","-355.45317203386384","-355.45317203386384"
"94710","-666.4832256971081","-666.4832256971081","-666.4832256971081","-331.55984622782705","-331.55984622782705","-331.55984622782705","-315.03380388808637","-315.03380388808637","-315.03380388808637","","","","","","","-294.538745619421","-294.538745619421","-294.538745619421"
"94874","-647.4857332207353","-647.4857332207353","-647.4857332207353","-310.2279700904816","-310.2279700904816","-310.2279700904816","-300.4912252291465","-300.4912252291465","-300.4912252291465","","","","","","","-305.7317843492558","-305.7317843492558","-305.7317843492558"
"94956","-617.8136282250949","-617.8136282250949","-617.8136282250949","-317.4580539081655","-317.4580539081655","-317.4580539081655","-305.06533646580016","-305.06533646580016","-305.06533646580016","","","","","","","-298.4542928842179","-298.4542928842179","-298.4542928842179"
"95038","-691.4971697057196","-691.4971697057196","-691.4971697057196","-329.3221123746748","-329.3221123746748","-329.3221123746748","-310.6616527968192","-310.6616527968192","-310.6616527968192","","","","","","","-317.5102051913835","-317.5102051913835","-317.5102051913835"
"95120","-705.3847237579419","-705.3847237579419","-705.3847237579419","-333.48490399887714","-333.48490399887714","-333.48490399887714","-333.5740131201783","-333.5740131201783","-333.5740131201783","","","","","","","-326.6145340878083","-326.6145340878083","-326.6145340878083"
"95202","-634.1339222649266","-634.1339222649266","-634.1339222649266","-314.38418861382485","-314.38418861382485","-314.38418861382485","-306.8794863116919","-306.8794863116919","-306.8794863116919","","","","","","","-305.3423882723466","-305.3423882723466","-305.3423882723466"
"95366","-649.8260290779571","-649.8260290779571","-649.8260290779571","-313.1446222546863","-313.1446222546863","-313.1446222546863","-310.10901131308054","-310.10901131308054","-310.10901131308054","","","","","","","-299.47583603673","-299.47583603673","-299.47583603673"
"95448","-654.9639841799865","-654.9639841799865","-654.9639841799865","-314.54121972209987","-314.54121972209987","-314.54121972209987","-294.01186204021343","-294.01186204021343","-294.01186204021343","","","","","","","-323.3599178131424","-323.3599178131424","-323.3599178131424"
"95530","-641.914483990936","-641.914483990936","-641.914483990936","-305.343563435413","-305.343563435413","-305.343563435413","-299.32859660921423","-299.32859660921423","-299.32859660921423","","","","","","","-361.72392457948496","-361.72392457948496","-361.72392457948496"
"95612","-646.6197416953104","-646.6197416953104","-646.6197416953104","-319.8649258347412","-319.8649258347412","-319.8649258347412","-309.5304615649375","-309.5304615649375","-309.5304615649375","","","","","","","-310.3812746228297","-310.3812746228297","-310.3812746228297"
"95776","-624.0528880808266","-624.0528880808266","-624.0528880808266","-320.7235900995632","-320.7235900995632","-320.7235900995632","-318.0116914380371","-318.0116914380371","-318.0116914380371","","","","","","","-331.7651556105738","-331.7651556105738","-331.7651556105738"
"95858","-653.1382340128401","-653.1382340128401","-653.1382340128401","-329.1784098867972","-329.1784098867972","-329.1784098867972","-319.2106175673671","-319.2106175673671","-319.2106175673671","","","","","","","-282.342159535993","-282.342159535993","-282.342159535993"
"95940","-612.0844545088472","-612.0844545088472","-612.0844545088472","-306.50848888045147","-306.50848888045147","-306.50848888045147","-300.1337796720678","-300.1337796720678","-300.1337796720678","","","","","","","-310.5875354975316","-310.5875354975316","-310.5875354975316"
"96022","-620.6439661220716","-620.6439661220716","-620.6439661220716","-304.9554777162903","-304.9554777162903","-304.9554777162903","-303.38387469595955","-303.38387469595955","-303.38387469595955","","","","","","","-302.73359545447994","-302.73359545447994","-302.73359545447994"
"96104","-596.453818326786","-596.453818326786","-596.453818326786","-301.61773857307503","-301.61773857307503","-301.61773857307503","-290.72155726650175","-290.72155726650175","-290.72155726650175","","","","","","","-276.69506677221744","-276.69506677221744","-276.69506677221744"
"96268","-667.4823478965321","-667.4823478965321","-667.4823478965321","-318.4665174714","-318.4665174714","-318.4665174714","-308.98378923456187","-308.98378923456187","-308.98378923456187","","","","","","","-291.7819111549384","-291.7819111549384","-291.7819111549384"
"96350","-655.5891112819602","-655.5891112819602","-655.5891112819602","-313.82038666025545","-313.82038666025545","-313.82038666025545","-307.7971834303137","-307.7971834303137","-307.7971834303137","","","","","","","-283.82630616739715","-283.82630616739715","-283.82630616739715"
"96432","-645.3500103736029","-645.3500103736029","-645.3500103736029","-315.6321586013052","-315.6321586013052","-315.6321586013052","-307.4190704491415","-307.4190704491415","-307.4190704491415","","","","","","","-289.66796534062195","-289.66796534062195","-289.66796534062195"
"96514","-653.1919677397326","-653.1919677397326","-653.1919677397326","-309.65236804360825","-309.65236804360825","-309.65236804360825","-308.53347507101125","-308.53347507101125","-308.53347507101125","","","","","","","-337.25739582381806","-337.25739582381806","-337.25739582381806"
"96678","-594.5491179261775","-594.5491179261775","-594.5491179261775","-296.98998982185","-296.98998982185","-296.98998982185","-291.39542254695954","-291.39542254695954","-291.39542254695954","","","","","","","-295.8583520974417","-295.8583520974417","-295.8583520974417"
"96760","-623.46665056677","-623.46665056677","-623.46665056677","-313.25546352017426","-313.25546352017426","-313.25546352017426","-307.24796633925854","-307.24796633925854","-307.24796633925854","","","","","","","-292.69835212495263","-292.69835212495263","-292.69835212495263"
"96842","-634.8675194204618","-634.8675194204618","-634.8675194204618","-322.71707258261216","-322.71707258261216","-322.71707258261216","-317.0322859436194","-317.0322859436194","-317.0322859436194","","","","","","","-278.8297751137021","-278.8297751137021","-278.8297751137021"
"96924","-697.9776995164309","-697.9776995164309","-697.9776995164309","-313.63188724831383","-313.63188724831383","-313.63188724831383","-300.09616551823774","-300.09616551823774","-300.09616551823774","","","","","","","-265.2556658286599","-265.2556658286599","-265.2556658286599"
"97006","-643.8912665726083","-643.8912665726083","-643.8912665726083","-317.7174398220237","-317.7174398220237","-317.7174398220237","-312.0064940050152","-312.0064940050152","-312.0064940050152","","","","","","","-331.9447752056697","-331.9447752056697","-331.9447752056697"
"97170","-670.8715751681531","-670.8715751681531","-670.8715751681531","-319.64876039808144","-319.64876039808144","-319.64876039808144","-311.7415357444876","-311.7415357444876","-311.7415357444876","","","","","","","-304.26918759864844","-304.26918759864844","-304.26918759864844"
"97252","-633.845546303316","-633.845546303316","-633.845546303316","-276.54105728099194","-276.54105728099194","-276.54105728099194","-277.14439669502235","-277.14439669502235","-277.14439669502235","","","","","","","-278.9746853246886","-278.9746853246886","-278.9746853246886"
"97334","-675.2857002119548","-675.2857002119548","-675.2857002119548","-323.91711937424276","-323.91711937424276","-323.91711937424276","-311.2185783244877","-311.2185783244877","-311.2185783244877","","","","","","","-294.3956681449884","-294.3956681449884","-294.3956681449884"
"97416","-642.6233967996445","-642.6233967996445","-642.6233967996445","-333.5462080664032","-333.5462080664032","-333.5462080664032","-316.3652083648535","-316.3652083648535","-316.3652083648535","","","","","","","-301.3095087318845","-301.3095087318845","-301.3095087318845"
"97580","-648.7876856935364","-648.7876856935364","-648.7876856935364","-294.839088148016","-294.839088148016","-294.839088148016","-290.48260525318113","-290.48260525318113","-290.48260525318113","","","","","","","-307.2781647312974","-307.2781647312974","-307.2781647312974"
"97662","-665.1980705313713","-665.1980705313713","-665.1980705313713","-323.4636664776424","-323.4636664776424","-323.4636664776424","-304.8038230781443","-304.8038230781443","-304.8038230781443","","","","","","","-321.0888245683861","-321.0888245683861","-321.0888245683861"
"97744","-612.6277122056508","-612.6277122056508","-612.6277122056508","-281.27538539584316","-281.27538539584316","-281.27538539584316","-274.17331993871557","-274.17331993871557","-274.17331993871557","","","","","","","-330.3021171396057","-330.3021171396057","-330.3021171396057"
"97826","-668.3917402656754","-668.3917402656754","-668.3917402656754","-329.1024545123827","-329.1024545123827","-329.1024545123827","-322.13310000391965","-322.13310000391965","-322.13310000391965","","","","","","","-321.2566214965324","-321.2566214965324","-321.2566214965324"
"97908","-670.9889348995224","-670.9889348995224","-670.9889348995224","-316.3061905830124","-316.3061905830124","-316.3061905830124","-313.7463777703356","-313.7463777703356","-313.7463777703356","","","","","","","-310.36689117942336","-310.36689117942336","-310.36689117942336"
"98072","-628.3747799412066","-628.3747799412066","-628.3747799412066","-277.39642669869437","-277.39642669869437","-277.39642669869437","-267.9291906023456","-267.9291906023456","-267.9291906023456","","","","","","","-308.7577165972472","-308.7577165972472","-308.7577165972472"
"98154","-682.7269838697267","-682.7269838697267","-682.7269838697267","-358.71584319596445","-358.71584319596445","-358.71584319596445","-348.8543783150668","-348.8543783150668","-348.8543783150668","","","","","","","-281.980684662627","-281.980684662627","-281.980684662627"
"98236","-624.5550542299939","-624.5550542299939","-624.5550542299939","-322.1675567717223","-322.1675567717223","-322.1675567717223","-311.7384236476943","-311.7384236476943","-311.7384236476943","","","","","","","-362.06277621265394","-362.06277621265394","-362.06277621265394"
"98318","-675.0464059386256","-675.0464059386256","-675.0464059386256","-336.59136036652103","-336.59136036652103","-336.59136036652103","-316.9710762946029","-316.9710762946029","-316.9710762946029","","","","","","","-285.26153848400924","-285.26153848400924","-285.26153848400924"
"98400","-681.4227555825169","-681.4227555825169","-681.4227555825169","-327.6556632300557","-327.6556632300557","-327.6556632300557","-321.87679278184004","-321.87679278184004","-321.87679278184004","","","","","","","-296.81741437793676","-296.81741437793676","-296.81741437793676"
"98564","-698.9783421380172","-698.9783421380172","-698.9783421380172","-326.060002665129","-326.060002665129","-326.060002665129","-323.3343779200206","-323.3343779200206","-323.3343779200206","","","","","","","-283.0045625114294","-283.0045625114294","-283.0045625114294"
"98646","-618.5202440915726","-618.5202440915726","-618.5202440915726","-283.8879954437842","-283.8879954437842","-283.8879954437842","-270.42808229584864","-270.42808229584864","-270.42808229584864","","","","","","","-309.0105208679139","-309.0105208679139","-309.0105208679139"
"98728","-647.3037809627663","-647.3037809627663","-647.3037809627663","-335.1018308347395","-335.1018308347395","-335.1018308347395","-334.47617610175604","-334.47617610175604","-334.47617610175604","","","","","","","-292.71383373980956","-292.71383373980956","-292.71383373980956"
"98810","-692.6597826623323","-692.6597826623323","-692.6597826623323","-346.99824288856047","-346.99824288856047","-346.99824288856047","-332.28639288731057","-332.28639288731057","-332.28639288731057","","","","","","","-294.03111045823505","-294.03111045823505","-294.03111045823505"
"98974","-649.3632360567387","-649.3632360567387","-649.3632360567387","-327.9509516588506","-327.9509516588506","-327.9509516588506","-318.2685234292685","-318.2685234292685","-318.2685234292685","","","","","","","-326.62550527898924","-326.62550527898924","-326.62550527898924"
